Customers[Customer Key],Customers[Customer Name],Customers[Birth Date],Customers[Marital Status],Customers[Gender],Customers[Yearly Income],Customers[Total Children],Customers[Number of Children at Home],Customers[Education],Customers[Occupation],Customers[House Owner],Customers[Number of Cars Owned],Customers[Customer Type],Customers[Company Name],Customers[Country],Customers[State]
"12248","Garcia, Alexander","21-05-1966 00:00:00","S","M","60000","0","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"12294","Peterson, Kaylee","16-03-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"12296","Torres, Jaime","16-08-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"12844","Patterson, Marcus","20-09-1970 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"12853","Torres, Desiree","20-04-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"12878","Morris, Katherine","21-05-1966 00:00:00","M","F","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"13830","Patterson, Ethan","24-02-1965 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"14382","Li, Dylan","06-01-1972 00:00:00","S","M","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"14383","Hughes, Richard","19-03-1972 00:00:00","S","M","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"14404","Clark, Jasmine","13-05-1969 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"15316","Peterson, Taylor","15-05-1969 00:00:00","S","F","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"16068","Rodriguez, Jennifer","11-04-1973 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"16070","Perez, Gabriella","16-04-1973 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"16078","Henderson, Robert","03-09-1972 00:00:00","S","M","60000","1","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"16258","Sara, Rebekah","19-03-1972 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","0","0","Person","","United States","California"
"16259","Flores, Christian","05-08-1972 00:00:00","S","M","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"16278","Wood, Jeremy","12-12-1969 00:00:00","M","M","60000","1","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"17861","Anderson, Ian","24-05-1966 00:00:00","M","M","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"18039","Hughes, Vanessa","23-10-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Professional","0","0","Person","","United States","California"
"535","Lewis, Cameron","13-11-1958 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"537","Chow, Logan","17-04-1958 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"538","Ross, Dakota","24-03-1958 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"540","Washington, Justin","22-08-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"541","Navarro, Alberto","28-01-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"628","Gray, Dalton","27-02-1973 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"636","Chande, Darrell","14-08-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"788","Nath, Jerry","05-09-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1417","Martinez, Veronica","14-08-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1418","Bryant, Alexis","25-11-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1451","Cook, Cody","23-09-1958 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1456","Lewis, Benjamin","10-04-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1528","Rodriguez, José","24-11-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1530","Allen, Isaiah","11-10-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1791","Kumar, Brandon","05-10-1958 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1792","Foster, Angelica","27-09-1958 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1794","Guo, Jessie","17-04-1958 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1798","Howard, Patrick","23-08-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1877","Robinson, Blake","22-07-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1884","Bailey, Stephanie","06-11-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1885","Williams, Megan","12-05-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1886","Anderson, Jonathan","15-08-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"1887","Long, Jocelyn","03-11-1971 00:00:00","S","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"2760","Scott, Jackson","17-07-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"2863","Walker, Andrew","04-12-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"2864","Long, Kevin","19-01-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"2865","Torres, Robin","22-10-1972 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"3361","Patterson, Samantha","17-04-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"3374","Jai, Ricardo","14-06-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"3730","Rubio, Gloria","08-07-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"3765","Scott, Xavier","03-09-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"3880","Richardson, Andrea","26-11-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"3921","Hill, Jason","24-05-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"4858","White, Isabella","06-06-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"5385","Reed, Jada","23-05-1959 00:00:00","S","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"5386","Perez, James","17-12-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"5770","Walker, Tyler","24-10-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"6123","Gonzalez, Gabrielle","18-03-1966 00:00:00","S","F","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"6562","White, Samantha","21-06-1972 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"6661","Young, Seth","04-08-1966 00:00:00","M","M","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"6699","Butler, Xavier","20-11-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"7647","Adams, Blake","12-03-1966 00:00:00","M","M","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"7676","Martin, Abigail","07-05-1959 00:00:00","M","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"7679","Watson, Sean","09-11-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"7685","Watson, Makayla","04-09-1973 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"7688","Smith, Olivia","20-01-1971 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"7800","Lewis, Jacob","24-10-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"8234","Andersen, Omar","06-05-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"8246","King, Isaiah","27-02-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"9117","Bryant, Hannah","24-01-1959 00:00:00","M","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"9127","Carter, Seth","17-10-1971 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"9780","Russell, Maria","08-08-1959 00:00:00","M","F","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"9785","Walker, Eduardo","21-02-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"10588","Roberts, Jenna","28-05-1972 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"10589","Martin, Theodore","03-02-1972 00:00:00","M","M","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"10696","Rodriguez, Ethan","06-10-1966 00:00:00","M","M","60000","0","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"10719","Roberts, Devin","18-11-1959 00:00:00","S","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"10723","Wood, Spencer","05-05-1959 00:00:00","M","M","60000","4","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
"10735","Garcia, Grace","02-08-1971 00:00:00","M","F","60000","1","0","Graduate Degree","Skilled Manual","1","0","Person","","United States","California"
